time,open,high,low,close,vwap,volume,count
2020-01-02,7174.4,8464.3,6860.0,8043.3,7698.9,46642.54927461,136357
2020-01-09,8043.3,8900.0,7666.3,8810.3,8322.9,47580.6263687,128855
2020-01-16,8808.4,9185.0,8333.0,8659.0,8767.9,36956.05085966,101666
2020-01-23,8658.9,9438.3,8215.2,9280.9,8758.7,36394.94126979,101576
2020-01-30,9281.2,9765.0,9060.0,9616.2,9371.9,33554.79664667,98202
2020-02-06,9612.8,10486.9,9520.0,10354.6,9987.6,37895.51330585,111212
2020-02-13,10352.6,10516.6,9346.0,9602.2,10014.1,34218.8356179,124195
2020-02-20,9602.0,10022.8,8645.0,8783.5,9433.6,27451.31987874,95454
2020-02-27,8783.3,8968.0,8405.0,8758.7,8714.7,27495.88341977,87341
2020-03-05,8758.4,9213.0,7589.0,7943.3,8279.5,42574.52987391,127659
2020-03-12,7961.3,7967.3,3913.1,5415.2,5412.0,171377.09886059,499175
2020-03-19,5419.3,7020.0,5270.1,6689.9,6267.7,111180.76520107,299522
2020-03-26,6690.0,6869.0,5851.0,6662.9,6394.2,60966.63634198,161605
2020-04-02,6662.9,7474.9,6576.4,7368.0,7002.0,70011.83939992,181980
2020-04-09,7366.3,7378.1,6560.0,6619.8,6935.5,52310.92548158,145855
2020-04-16,6618.1,7300.0,6478.6,7136.9,7002.8,46347.80791868,123458
2020-04-23,7136.8,8978.0,7035.2,8779.9,7846.7,60021.52952821,150210
2020-04-30,8779.9,9487.9,8410.0,9166.1,8946.5,73657.11262707,212612
2020-05-07,9163.1,10080.2,7995.6,9317.1,9142.8,92382.05194884,272741
2020-05-14,9317.1,9948.3,9128.0,9510.1,9603.5,61339.92820274,190743
2020-05-21,9510.1,9564.0,8644.0,9213.9,9035.2,46919.48461182,157076
2020-05-28,9208.0,10370.0,9109.4,9664.1,9635.7,52040.43197427,157424
2020-06-04,9670.0,10000.0,9386.6,9892.4,9715.8,34808.54218199,106492
2020-06-11,9892.2,9990.0,8905.0,9453.1,9401.6,42373.75121862,138807
2020-06-18,9453.1,9780.0,9165.0,9282.0,9430.5,27104.33631823,96399
2020-06-25,9290.6,9337.5,8812.8,9234.5,9140.9,28734.19183887,86478
2020-07-02,9233.9,9480.0,8915.1,9440.1,9213.5,22265.4139156,75893
2020-07-09,9440.0,9440.1,9095.0,9195.0,9240.4,18514.03359292,70513
2020-07-16,9194.9,9569.0,9021.7,9529.9,9234.7,17685.33725737,65534
2020-07-23,9529.8,11420.0,9460.0,11108.2,10452.3,46612.95665121,158838
2020-07-30,11111.1,12126.6,10590.0,11746.0,11346.4,39869.59568793,148058
2020-08-06,11746.0,12082.9,11133.0,11576.6,11663.8,31761.70026,133215
2020-08-13,11576.7,12480.6,11269.0,11757.4,11905.0,31899.36555173,139234
2020-08-20,11757.2,11899.7,11120.0,11469.5,11587.5,21412.91010495,107560
2020-08-27,11469.6,12068.6,11128.4,11396.9,11549.1,22916.03434323,105365
2020-09-03,11399.2,11478.0,9850.0,10229.7,10340.1,39853.91300439,150954
2020-09-10,10229.5,11097.9,10210.0,10951.1,10574.9,23480.43043249,120698
2020-09-17,10951.3,11178.2,10134.6,10230.7,10664.5,23778.39138827,103334
2020-09-24,10230.7,10945.0,10192.4,10774.9,10690.5,20173.22438328,81953
2020-10-01,10774.9,10930.0,10384.3,10669.9,10632.1,19186.04041921,76723
2020-10-08,10670.0,11725.9,10540.0,11433.1,11257.6,24772.32628839,87926
2020-10-15,11433.2,13241.4,11207.0,12813.0,11973.5,30382.83687878,106145
2020-10-22,12813.0,13851.6,12690.5,13289.5,13196.7,35048.02329563,133691
2020-10-29,13288.0,14266.4,12975.0,14163.3,13641.4,37276.88785997,143301
2020-11-05,14165.7,15990.0,14120.1,15708.7,15261.1,53302.80033109,233503
2020-11-12,15708.6,18495.0,15425.3,17800.0,16847.1,51966.07957621,231114
2020-11-19,17800.0,19509.3,17369.0,18723.4,18538.0,47157.1464996,245916
2020-11-26,18725.9,19947.5,16210.0,19231.4,18203.6,67659.11474348,324833
2020-12-03,19219.3,19600.0,17649.9,18548.5,18842.5,33228.14071923,183010
2020-12-10,18548.4,21577.4,17572.0,21378.1,19198.9,40954.83905775,207402
2020-12-17,21361.7,24297.7,21264.4,23226.7,23100.9,62517.34981449,333259
2020-12-24,23225.5,28972.1,22723.0,28879.9,26383.9,61883.54403463,334627
2020-12-31,28880.0,36989.0,27844.0,36876.7,31991.7,84675.12858703,555836
2021-01-07,36873.4,41989.0,30302.0,37390.1,36583.7,104751.07129641,716185
2021-01-14,37390.1,40115.0,33374.0,35511.8,36546.9,64768.34742644,423711
2021-01-21,35511.8,35614.1,28800.0,30424.2,31916.1,74896.54466691,423478
2021-01-28,30422.6,38621.0,29900.0,37670.9,34537.3,58794.43461703,419857
2021-02-04,37676.0,48222.0,36202.0,44847.5,41910.7,56949.04369559,499305
2021-02-11,44839.5,52779.6,44046.2,52130.0,48421.0,38314.54922727,419768
2021-02-18,52130.0,58339.0,45000.0,49727.7,51852.3,59238.06181924,593647
2021-02-25,49726.1,52600.0,43020.0,50400.0,47816.5,48239.83984759,434717
2021-03-04,50400.0,57378.0,46312.0,55851.0,51161.8,40983.21511082,397540
2021-03-11,55859.9,61724.6,52500.0,58933.0,57245.0,41334.28837372,466050
2021-03-18,58940.5,60000.0,51641.8,52293.8,56555.9,36059.67949397,392238
2021-03-25,52280.4,59800.0,50436.3,58786.2,55654.2,34246.515881,356005
2021-04-01,58780.4,60025.0,55460.0,55928.5,58210.1,23518.33250292,331680
2021-04-08,55936.6,64900.0,55728.0,62969.0,60726.3,30004.85941026,366309
2021-04-15,62963.0,63830.0,51017.1,53815.2,57276.4,43650.43634912,558265
2021-04-22,53815.3,56500.0,47000.0,54899.3,51713.7,44210.79357865,479678
2021-04-29,54886.1,58981.4,52390.2,57497.1,55937.8,29538.34001296,362795
2021-05-06,57494.2,59598.8,48605.0,49502.7,56454.8,35892.67939885,435164
2021-05-13,49502.7,51540.0,29800.0,36742.3,43389.6,84332.08284929,740008
2021-05-20,36765.2,42559.8,31078.7,39283.9,37591.7,84652.16759233,655150
2021-05-27,39290.0,40398.0,33423.2,37565.3,36577.8,43499.75965207,327751
2021-06-03,37565.3,39471.0,31017.4,37396.4,35337.7,45013.61289771,328672
2021-06-10,37398.9,41341.8,34680.0,38337.1,38223.0,48283.249209,354378
2021-06-17,38337.1,39561.4,28816.6,33683.3,33923.1,57208.85809225,400823
2021-06-24,33685.8,36643.2,30179.0,35046.2,33705.7,34014.1268907,250779
2021-07-01,35070.4,35948.9,32717.2,33885.1,34075.4,21154.48806599,169621
2021-07-08,33885.1,34665.7,31555.6,32815.2,33060.6,21121.40336717,152738
2021-07-15,32815.2,33188.3,29288.6,32125.0,31189.4,24798.61231894,169390
2021-07-22,32125.0,40919.1,31722.4,40011.0,37150.6,31542.32166381,250041
2021-07-29,40025.4,42598.7,37527.9,39749.0,39987.6,24452.36844046,192776
2021-08-05,39749.0,46736.4,37355.0,45571.7,43524.9,30456.22807186,259742
2021-08-12,45570.0,48164.0,43800.1,44714.7,46016.3,21703.34622139,204434
2021-08-19,44720.2,50500.0,44000.0,48991.3,48346.3,19489.22340387,201168
2021-08-26,48991.4,49653.9,46284.8,48872.2,47884.5,16717.66205248,170843
2021-09-02,48872.1,52900.0,42000.0,46073.4,49100.5,25741.34413536,238999
2021-09-09,46064.3,48481.0,43374.9,48152.3,45906.3,16021.92933295,173032
2021-09-16,48152.3,48800.0,39579.0,43562.8,44285.2,23397.87909583,202137
2021-09-23,43563.3,45153.0,40750.0,41524.8,42882.4,17816.29551043,169694
2021-09-30,41523.9,55770.0,41423.7,55350.2,49035.1,27096.9776566,227437
2021-10-07,55350.2,57837.7,53399.8,57381.2,55512.5,18794.1980212,206635
2021-10-14,57381.2,66982.2,56825.0,66035.8,61553.2,22395.95793467,249753
2021-10-21,66035.7,66637.8,54100.0,58500.1,61860.4,20990.50121037,233728
2021-10-28,58500.1,64327.0,57948.0,62942.9,61543.5,17948.60915363,226916
2021-11-04,62938.0,68991.0,60129.8,64969.0,64848.7,19544.96907103,237187
2021-11-11,64969.0,66349.6,58400.0,60367.8,62580.3,18478.68693545,220234
2021-11-18,60368.6,60964.4,55362.7,57203.3,57743.9,20171.79527391,231839
2021-11-25,57170.4,59400.0,53300.0,57237.9,56486.6,25053.78301795,267701
2021-12-02,57237.2,57688.9,40150.1,50515.1,50754.2,30052.62558163,303032
2021-12-09,50525.1,50819.5,45759.0,48881.3,48160.1,23102.55116397,222292
2021-12-16,48881.8,49599.8,45500.0,48624.9,47610.0,19981.3390684,203053
2021-12-23,48624.9,52111.0,46120.0,46473.2,49667.8,15242.00000867,175091
2021-12-30,46464.5,48591.6,42505.0,43410.0,46402.1,16942.66308642,172138
2022-01-06,43432.5,44348.5,39659.9,43927.8,42183.1,25433.44814323,200572
2022-01-13,43927.8,44420.1,41159.0,41686.2,42658.3,13372.39704217,141587
2022-01-20,41686.2,43497.4,32940.1,36827.6,36986.6,36094.06410759,268136
2022-01-27,36827.7,39290.0,35548.5,36903.3,37507.2,18297.40906587,164370
2022-02-03,36921.5,45500.0,36269.8,44420.0,41842.0,21268.31122086,203830
2022-02-10,44420.1,45900.0,41573.1,43873.1,43486.7,17766.47140692,181068
2022-02-17,43873.0,44179.4,36366.0,37250.1,39113.1,21454.72824888,197606
2022-02-24,37250.1,45349.0,34333.2,43922.5,40220.5,39193.50507235,305291
2022-03-03,43922.2,44085.4,37159.4,41965.3,40345.5,28999.3968826,254766
2022-03-10,41959.0,42041.8,37584.5,41124.0,39464.8,24631.57262853,201623
2022-03-17,41129.9,43402.6,40179.1,42910.3,41655.2,15670.39601283,181002
2022-03-24,42910.2,48200.0,42637.4,47059.3,45718.3,16345.001708,238446
2022-03-31,47079.2,47598.0,43123.7,43179.4,45550.1,17550.48201952,192705
2022-04-07,43179.5,43968.7,39240.0,41150.0,41568.2,13435.43350651,156961
2022-04-14,41150.0,42235.7,38570.0,41369.9,40501.9,10551.70774033,137281
2022-04-21,41370.0,42950.0,37672.0,39249.9,39619.9,19457.01675725,184071
2022-04-28,39249.9,40349.8,37399.4,39682.8,38845.7,15900.89494162,168298
2022-05-05,39677.6,39832.0,27700.0,28994.1,32261.5,49594.8218117,316749
2022-05-12,28998.2,31390.0,25332.8,28664.3,29095.4,31471.47941724,243199
2022-05-19,28657.6,30721.2,28635.3,29520.3,29641.5,18999.33118627,139040
2022-05-26,29519.4,32400.0,27505.0,29790.0,30050.0,26138.34818272,183190
2022-06-02,29790.0,31725.6,29200.2,30190.8,30384.6,18715.54063423,135706
2022-06-09,30190.8,30666.0,20089.0,22559.6,24018.6,54868.70086774,304010
2022-06-16,22557.0,22950.0,17600.0,19951.3,20050.6,55380.0830159,284689
2022-06-23,19951.3,21867.0,19828.7,20086.2,20783.9,24076.62901495,167924
2022-06-30,20094.0,20878.3,18617.5,20542.7,19615.6,26720.41463214,171378
2022-07-07,20541.0,22498.0,18900.0,20233.6,20632.8,28029.56552624,190322
2022-07-14,20222.3,24264.6,19609.4,23242.4,21991.9,35337.94238731,203036
2022-07-21,23220.8,23744.0,20696.0,22964.3,22245.3,27528.04644538,187588
2022-07-28,22965.3,24699.8,22487.9,22827.9,23490.1,26997.158944,183718
2022-08-04,22827.7,24285.3,22400.0,23958.8,23322.5,24283.44720977,146138
2022-08-11,23960.0,25200.0,23193.1,23336.2,24159.9,24786.38957253,196425
2022-08-18,23336.2,23590.0,20778.0,21375.1,21654.7,21141.46988555,145924
2022-08-25,21375.0,21875.0,19525.8,20052.6,20455.7,22969.75806734,151634
2022-09-01,20049.4,20434.9,18550.0,19283.1,19591.4,23271.68172427,136941
2022-09-08,19292.8,22790.0,19015.0,20233.0,20985.9,31116.86044604,184526
2022-09-15,20230.6,20335.7,18138.4,18469.2,19320.2,28011.02096728,162593
2022-09-22,18468.0,20383.0,18372.6,19400.0,19250.1,34215.92189196,158225
2022-09-29,19400.0,20475.0,18849.1,20162.7,19617.6,30117.26883948,162966
2022-10-06,20163.1,20449.8,18860.0,19155.9,19500.6,17755.99435638,102287
2022-10-13,19155.8,19939.4,18163.1,19124.1,19193.8,24966.14993001,124084
2022-10-20,19124.1,21021.2,18657.1,20775.9,19696.5,23446.22873823,124968
2022-10-27,20775.9,21074.4,20016.3,20153.5,20531.9,20389.13994399,116034
2022-11-03,20153.5,21469.3,15555.0,15863.7,18854.5,45919.43495823,251682
2022-11-10,15878.7,18155.5,15732.8,16664.0,16892.5,37759.29587559,220387
2022-11-17,16658.4,16979.9,15470.5,16599.3,16293.1,21310.13542626,161652
2022-11-24,16597.2,17250.0,16000.0,17166.9,16528.8,17185.94170702,140449
2022-12-01,17170.6,17440.0,16700.0,16837.3,17012.3,13350.50343443,126061
2022-12-08,16836.9,18387.5,16735.9,17804.9,17431.1,17330.77530603,159191
2022-12-15,17804.2,17853.8,16260.2,16829.4,16930.7,17064.84856857,162607
2022-12-22,16823.5,16962.3,16453.2,16541.6,16754.9,11133.58858951,128714
2022-12-29,16541.6,16987.4,16325.2,16848.9,16638.6,11927.13033307,146121
2023-01-05,16849.3,17983.4,16680.0,17943.0,17188.9,13837.88608331,155810
2023-01-12,17943.0,21679.1,17912.9,20680.0,20235.9,32051.09754593,250358
2023-01-19,20672.0,23829.3,20658.6,23056.5,22488.4,26815.32385099,211614
2023-01-26,23063.2,23950.0,22492.8,23732.6,23172.5,22066.07468466,204049
2023-02-02,23735.3,24282.1,22599.9,22964.8,23326.7,20350.94174835,208528
2023-02-09,22963.6,24366.4,21359.1,24334.5,22313.2,20449.9396827,192786
2023-02-16,24340.9,25275.7,23340.4,24186.6,24446.1,29922.27804771,258520
2023-02-23,24187.7,24602.8,22739.9,23634.9,23590.4,23196.43321747,221741
2023-03-02,23633.7,23808.0,21600.0,21699.1,22508.7,16227.47341288,189799
2023-03-09,21696.5,26526.0,19549.9,24372.6,22577.8,64454.00529522,506150
2023-03-16,24374.8,28879.9,24210.8,27300.0,27243.5,57448.79994888,469567
2023-03-23,27300.1,28798.9,26491.9,28358.2,27732.3,35661.72607851,330298
2023-03-30,28358.2,29190.0,27212.7,28179.1,28229.5,27602.87686914,284240
2023-04-06,28179.0,30586.0,27700.0,29895.2,29216.6,21922.48022925,239901
2023-04-13,29895.2,31050.0,28577.0,28814.0,30002.3,26670.68608592,260706
2023-04-20,28814.3,30037.3,26969.4,28424.9,28143.4,30025.18491106,285908
2023-04-27,28425.0,29975.0,27643.2,29033.3,28954.2,28126.93981961,258512
2023-05-04,29034.5,29868.1,26792.9,27617.8,28378.6,24808.69835246,263780
2023-05-11,27615.6,27677.0,25827.4,27402.3,26936.9,22095.81867999,233408
2023-05-18,27402.3,27511.7,26069.1,26327.7,26906.0,16963.28259035,187296
2023-05-25,26327.8,28450.0,25865.0,27216.2,27213.0,20709.43198423,195294
2023-06-01,27215.1,27489.0,25369.0,26352.3,26564.3,23775.35220417,254493
2023-06-08,26352.3,26831.0,24818.0,25123.9,25935.4,19531.08851648,210463
2023-06-15,25124.0,30794.9,24751.1,29992.0,27402.0,32170.51033732,306055
2023-06-22,29986.8,31435.3,29550.0,30088.1,30392.2,25850.47651993,300178
2023-06-29,30088.2,31373.7,29375.6,30502.8,30567.7,17278.14466709,193473
2023-07-06,30502.8,31631.0,29699.0,30395.3,30476.3,15021.52136451,179307
2023-07-13,30395.3,31790.8,29500.0,29912.6,30519.2,16407.68496732,202253
2023-07-20,29912.7,30405.9,28880.0,29336.1,29570.5,10730.07960173,146447
2023-07-27,29336.1,30000.0,28760.0,29152.3,29262.8,10758.25525357,134637
2023-08-03,29152.3,30190.0,28628.9,29570.8,29385.0,11882.18988369,154562
2023-08-10,29570.9,29694.4,28695.3,28698.5,29314.8,7314.86118796,137815
2023-08-17,28699.3,28748.0,24800.0,26417.4,26563.6,15905.59786587,207006
2023-08-24,26417.5,28150.0,25778.0,27305.4,26813.8,11756.27577836,173941
2023-08-31,27305.4,27605.5,25333.3,25763.8,26024.3,9097.83405825,165979
2023-09-07,25763.7,27212.0,24925.0,26231.1,25852.4,15448.82567829,176316
2023-09-14,26231.2,27494.5,26154.6,27135.1,26827.4,14368.52739564,167633
2023-09-21,27135.1,27150.0,26000.0,26359.9,26454.1,11399.66661116,121091
2023-09-28,26359.9,28572.5,26329.9,27800.0,27477.4,16368.96777038,163782
2023-10-05,27800.0,28284.9,26551.0,26868.2,27534.3,13596.32466131,149783
2023-10-12,26868.2,30000.0,26560.0,28335.1,27876.3,17620.84180246,172439
2023-10-19,28335.1,35225.0,28150.5,34489.9,31975.2,28699.17325782,304902
2023-10-26,34489.9,35612.5,33318.6,35441.7,34376.7,17490.40584671,227273
2023-11-02,35441.7,36094.0,34133.0,35626.4,35088.0,16253.93450454,204140
2023-11-09,35626.4,37971.0,34666.0,37896.7,36743.5,27819.28243467,243450
2023-11-16,37896.7,37950.0,35517.2,37428.1,36813.7,30466.81730728,222666
2023-11-23,37428.1,38432.9,36720.0,37870.0,37623.2,17635.30271622,175706
2023-11-30,37870.0,44465.0,37501.0,43761.7,41112.4,26119.85551057,252502
2023-12-07,43761.7,44699.0,39999.0,42889.1,42507.3,23752.08092369,200805
2023-12-14,42889.1,44300.0,40515.9,43630.0,42500.5,20642.15383798,166593
2023-12-21,43630.0,44429.4,41637.1,43468.1,43335.8,15801.95486561,151212
2023-12-28,43467.2,45913.4,39501.0,42849.5,43439.9,24118.39180074,211849
2024-01-04,42849.5,47988.0,42480.0,46664.8,45331.5,32980.56956666,288008
2024-01-11,46678.1,49000.0,41476.0,42747.8,44337.0,28186.76556026,256101
2024-01-18,42746.1,42877.0,38518.0,40069.8,40588.0,18639.36402767,165162
2024-01-25,40069.8,43857.2,39556.2,42551.7,42119.8,15087.13561896,142494
2024-02-01,42551.7,44362.0,41882.5,44333.6,43047.8,12698.37214917,121301
2024-02-08,44333.7,52136.8,44333.7,51835.1,48381.2,26475.56512968,224679
2024-02-15,51835.2,52991.8,50581.2,51866.9,51847.5,18432.30880237,187271
2024-02-22,51866.9,64015.8,50456.0,62487.8,56332.8,27037.88254313,276464
2024-02-29,62489.8,69218.0,59150.0,66098.9,64205.0,35782.24167977,397613
2024-03-07,66098.9,73666.5,65200.0,73082.4,70007.5,23257.17822467,322052
2024-03-14,73089.7,73734.0,60778.2,67866.0,66919.6,32263.98065224,386027
2024-03-21,67866.1,71746.9,62204.1,69437.3,67609.1,20230.0337136,247051
2024-03-28,69437.2,71546.3,64541.2,65991.5,68617.8,14246.42801817,198713
2024-04-04,65991.4,72731.5,65116.1,70612.2,69153.7,19674.32651464,222019
2024-04-11,70612.3,71250.9,59700.0,61284.4,65204.5,26065.31714735,302954
2024-04-18,61284.4,67200.0,59666.0,64291.3,64540.9,17496.55432008,207270
2024-04-25,64291.3,65300.0,56378.0,58272.2,61216.3,17744.1847204,209629
2024-05-02,58272.3,65500.0,56929.9,61172.1,62210.8,16904.38861485,185040
2024-05-09,61172.1,66450.0,60220.2,66233.0,62745.3,12802.17549621,177583
2024-05-16,66233.1,71896.4,64557.0,69144.0,68201.2,14590.80705457,196980
2024-05-23,69144.1,70600.0,66250.0,67575.4,68458.8,11436.18977914,159048
2024-05-30,67575.4,71709.0,66652.4,71103.6,69348.3,10451.10919615,148048
2024-06-06,71116.3,71900.0,66059.3,68233.7,69267.4,10640.61363028,158219
2024-06-13,68233.7,68412.0,64050.0,64949.0,65917.0,8217.580989,147364
2024-06-20,64949.1,66444.7,58448.0,60815.1,62263.6,9454.19302574,155950
2024-06-27,60815.2,63798.9,59341.6,60146.6,61588.0,7020.91765957,143308
2024-07-04,60146.6,60399.3,53563.3,57743.1,56833.0,13973.96516394,218210
2024-07-11,57742.1,66100.3,56593.3,64120.0,61954.5,13318.62294887,203884
2024-07-18,64120.1,68531.4,63225.5,65367.0,66270.2,11438.80714387,191934
2024-07-25,65360.4,69985.0,63427.5,64638.1,67081.9,14365.00663004,226394
2024-08-01,64638.1,65550.0,49111.0,55091.0,56951.0,26169.9482998,372621
2024-08-08,55138.1,62700.0,54760.3,58693.6,59838.7,16021.78826359,224897
2024-08-15,58693.7,61800.0,56117.7,61179.7,59216.0,11076.04977596,165584
2024-08-22,61179.8,65070.7,57870.8,59025.6,61770.4,11815.71887155,192318
2024-08-29,59025.6,61143.1,55617.7,57970.0,58351.0,10743.33996128,178375
2024-09-05,57970.1,58285.9,52569.0,57350.6,55786.3,13067.38036013,207106
2024-09-12,57350.7,61777.7,57339.0,61777.7,59418.4,12460.55479313,178450
2024-09-19,61777.7,64777.3,61599.2,63139.2,63275.3,14503.37160645,219621
2024-09-26,63139.2,66452.8,60000.0,60635.3,63722.4,11014.66561163,183971
2024-10-03,60643.9,64419.3,59850.0,60558.0,61985.2,9141.83486011,174253
2024-10-10,60558.0,68328.6,58888.0,67589.9,64489.1,13511.72931895,255067
2024-10-17,67590.0,69447.8,65199.0,66633.4,67516.3,9418.89363627,215197
2024-10-24,66630.5,73574.9,65531.0,72331.1,69576.3,12422.05084642,262711
2024-10-31,72331.1,76457.6,66836.0,75642.0,71394.4,19698.90802679,263821
2024-11-07,75642.1,93435.0,74500.0,90490.9,84288.7,33036.9146866,418838
2024-11-14,90496.8,94925.0,86621.9,94364.5,90942.3,24701.4895654,333036
2024-11-21,94356.8,99650.0,90736.0,95952.9,96210.7,23816.7588634,383259
2024-11-28,95946.8,99213.9,93565.1,98757.1,96543.2,13299.70758564,271478
2024-12-05,98757.1,104015.5,91800.0,101177.0,99408.6,20913.79511101,407342
2024-12-12,101177.1,108297.6,99250.0,100166.1,104151.1,18501.82573274,327816
2024-12-19,100166.1,102750.0,92159.0,99310.8,96945.0,12553.68423033,315002
2024-12-26,99328.2,99821.8,91256.6,94380.8,94389.3,8656.63206788,227955
2025-01-02,94380.9,102759.3,92501.0,95060.4,97688.7,11590.77250902,267833
2025-01-09,95060.1,100731.7,89005.8,100496.4,94349.5,12595.97754766,295503
2025-01-16,100496.5,109112.0,97333.0,103648.5,103774.0,21582.38846949,407999
2025-01-23,103648.6,107080.6,97688.7,103708.0,103002.5,15849.78446249,281499
2025-01-30,103708.1,106414.4,91000.0,96623.8,99427.4,17818.660678,303484
2025-02-06,96613.4,100181.7,94111.0,97874.0,97036.5,8986.28700742,186297
2025-02-13,97874.0,98826.0,93388.7,96625.7,96200.9,7097.03919716,158526
2025-02-20,96625.7,99481.1,80525.0,84089.8,90465.9,17667.50977671,300109
2025-02-27,84089.9,95000.0,78219.0,90610.4,87048.5,26891.85541737,387827
2025-03-06,90610.4,92741.5,76615.7,83673.4,84294.0,20214.9665635,315449
2025-03-13,83673.4,87000.0,79930.7,86879.5,83345.8,10963.27941892,182405
2025-03-20,86879.6,88750.0,83179.3,86899.0,86256.9,9475.16845681,162534
2025-03-27,86899.0,89042.7,81270.3,82508.1,84463.0,12180.44898139,231209
2025-04-03,82508.1,84709.7,74409.1,82556.3,79623.0,21208.1829965,413456
2025-04-10,82556.3,86401.0,78451.2,84023.8,83495.2,14685.06990627,246793
2025-04-17,84027.5,94635.1,83777.2,93677.0,89132.8,9188.24025805,214400
2025-04-24,93677.0,95837.7,91711.0,94205.4,94311.9,8270.06312397,201809
2025-05-01,94205.4,97885.0,93398.5,97031.4,95850.6,7876.97823603,191409
2025-05-08,97031.4,105728.8,96874.9,103589.7,102581.1,9794.50120477,236401
2025-05-15,103589.7,110698.0,101441.6,109675.1,105508.5,11375.90120085,224936
2025-05-22,109675.1,111983.2,106672.9,107811.7,109538.4,8829.26570399,212616
2025-05-29,107811.7,108888.0,103169.0,104745.4,105385.0,6014.84330479,179083
2025-06-05,104745.4,110550.0,100400.0,108702.0,106217.9,6937.05400853,203892
2025-06-12,108701.9,108924.6,102812.3,104892.0,105752.8,7715.45558886,201297
2025-06-19,104891.9,108165.5,98277.2,107513.7,103645.3,11114.79776882,225550
